# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 758, mean observations per image: 0.0
18 0.0306482 0.0825841 0.881984 -0.462973 5.14845 -0.813222 3.35623 1 frame_000180.jpg

19 0.0319685 0.0813826 0.876262 -0.473835 5.15852 -0.725205 3.35409 1 frame_000190.jpg

20 0.0239502 0.0763145 0.876708 -0.474327 5.22813 -0.718845 3.23885 1 frame_000200.jpg

21 0.0221804 0.0695177 0.878541 -0.47206 5.27405 -0.674338 3.17012 1 frame_000210.jpg

22 0.0144862 0.0631651 0.881206 -0.468269 5.35334 -0.669788 3.03602 1 frame_000220.jpg

23 0.0141586 0.0584338 0.882796 -0.465892 5.39543 -0.624286 2.97221 1 frame_000230.jpg

24 0.0250736 0.0709431 0.878536 -0.471713 5.32762 -0.615939 3.1031 1 frame_000240.jpg

25 0.0267043 0.0786968 0.877743 -0.471869 5.32265 -0.643363 3.11972 1 frame_000250.jpg

26 0.0394368 0.0934222 0.874897 -0.473573 5.23315 -0.664279 3.28147 1 frame_000260.jpg

27 0.0442646 0.103072 0.871709 -0.477012 5.18771 -0.672108 3.35348 1 frame_000270.jpg

28 0.0445707 0.0928725 0.868257 -0.485301 5.24218 -0.491039 3.29191 1 frame_000280.jpg

29 0.0464078 0.0837179 0.867551 -0.48805 5.26609 -0.34959 3.24759 1 frame_000290.jpg

30 0.0381941 0.0763291 0.858189 -0.506189 5.33298 -0.174124 3.12662 1 frame_000300.jpg

31 0.0487022 0.0691356 0.848343 -0.52265 5.28969 0.100616 3.16988 1 frame_000310.jpg

32 0.0463183 0.0626297 0.844053 -0.530572 5.31323 0.23255 3.09993 1 frame_000320.jpg

33 0.0530428 0.0760816 0.843362 -0.529281 5.22919 0.179301 3.22931 1 frame_000330.jpg

34 0.0607817 0.0877845 0.836113 -0.538065 5.15025 0.21845 3.35511 1 frame_000340.jpg

35 0.0685352 0.106246 0.825115 -0.550635 5.05324 0.234397 3.51622 1 frame_000350.jpg

36 0.0626231 0.107694 0.817368 -0.562485 5.09674 0.293737 3.4754 1 frame_000360.jpg

37 0.078751 0.114532 0.804959 -0.57682 4.98686 0.465301 3.63639 1 frame_000370.jpg

38 0.0957849 0.123225 0.788323 -0.595137 4.85854 0.663547 3.79534 1 frame_000380.jpg

39 0.0983397 0.123635 0.769931 -0.618264 4.84727 0.863448 3.77875 1 frame_000390.jpg

40 0.109365 0.118005 0.750228 -0.641305 4.80363 1.19163 3.77412 1 frame_000400.jpg

41 0.108805 0.113664 0.724162 -0.67144 4.81221 1.48248 3.65901 1 frame_000410.jpg

42 -0.116476 -0.0975961 -0.692206 0.70552 4.87154 1.95466 3.45506 1 frame_000420.jpg

43 -0.10864 -0.0869185 -0.674377 0.72516 4.91361 2.1722 3.23814 1 frame_000430.jpg

44 -0.0850796 -0.062898 -0.659944 0.743828 5.08081 2.32477 2.81369 1 frame_000440.jpg

45 -0.0737517 -0.0621311 -0.628133 0.772107 5.17748 2.36557 2.56668 1 frame_000450.jpg

46 -0.0639573 -0.0624121 -0.573299 0.814459 5.28487 2.39279 2.21483 1 frame_000460.jpg

47 -0.274886 -0.196434 -0.583614 0.738408 3.03326 3.17114 4.5708 1 frame_000520.jpg

48 -0.279599 -0.217021 -0.59839 0.718787 2.87617 2.86783 4.78775 1 frame_000530.jpg

49 -0.292006 -0.237656 -0.61447 0.69331 2.63094 2.5913 5.05167 1 frame_000540.jpg

50 -0.275377 -0.254165 -0.644025 0.666933 2.67409 2.05975 5.23401 1 frame_000550.jpg

51 0.265705 0.246433 0.667355 -0.650622 2.7688 1.80371 5.24781 1 frame_000560.jpg

52 0.243577 0.252811 0.692738 -0.629977 2.91882 1.33907 5.26737 1 frame_000570.jpg

53 0.236701 0.256107 0.71419 -0.606889 2.92732 0.996199 5.30692 1 frame_000580.jpg

54 0.217397 0.254456 0.737231 -0.586926 3.08577 0.610841 5.24238 1 frame_000590.jpg

55 0.20402 0.256384 0.752536 -0.571255 3.16543 0.30965 5.18584 1 frame_000600.jpg

56 0.196436 0.260189 0.772561 -0.544853 3.16246 -0.055553 5.16064 1 frame_000610.jpg

57 0.204374 0.28398 0.791373 -0.501314 2.87072 -0.581407 5.26058 1 frame_000620.jpg

58 0.193403 0.31906 0.801774 -0.466856 2.63529 -1.18819 5.24763 1 frame_000630.jpg

59 0.183262 0.337228 0.807273 -0.448333 2.523 -1.53242 5.18707 1 frame_000640.jpg

60 0.187646 0.350552 0.810085 -0.430887 2.33588 -1.74017 5.18518 1 frame_000650.jpg

61 0.185843 0.37433 0.810796 -0.409816 2.09435 -2.05419 5.15126 1 frame_000660.jpg

62 0.181078 0.402325 0.807398 -0.391732 1.82915 -2.35476 5.10045 1 frame_000670.jpg

63 0.186798 0.422647 0.802808 -0.376797 1.55928 -2.51819 5.08953 1 frame_000680.jpg

64 0.193598 0.451643 0.793881 -0.358178 1.18389 -2.70987 5.07001 1 frame_000690.jpg

65 0.203839 0.482434 0.776084 -0.351284 0.777399 -2.75478 5.10555 1 frame_000700.jpg

66 0.218386 0.510034 0.754249 -0.351115 0.383269 -2.67612 5.18378 1 frame_000710.jpg

67 0.224414 0.534212 0.736003 -0.350079 0.081777 -2.64166 5.21423 1 frame_000720.jpg

68 0.236916 0.55224 0.721104 -0.344836 -0.20919 -2.59466 5.23915 1 frame_000730.jpg

69 0.241242 0.568 0.707808 -0.343782 -0.412676 -2.55956 5.2524 1 frame_000740.jpg

70 0.250011 0.567777 0.705826 -0.341954 -0.459492 -2.52729 5.26895 1 frame_000750.jpg

71 0.243756 0.542026 0.724339 -0.349461 -0.0661656 -2.5458 5.26958 1 frame_000760.jpg

72 0.228007 0.498492 0.750625 -0.368892 0.601315 -2.48158 5.24939 1 frame_000770.jpg

73 0.205497 0.452448 0.786091 -0.367591 1.2788 -2.57772 5.06669 1 frame_000780.jpg

74 0.19286 0.41616 0.801087 -0.384546 1.77281 -2.42472 4.97501 1 frame_000790.jpg

75 0.183718 0.387034 0.802782 -0.414721 2.15771 -2.14711 4.92743 1 frame_000800.jpg

76 0.175531 0.362528 0.804604 -0.436319 2.45987 -1.95289 4.83889 1 frame_000810.jpg

77 0.159799 0.337859 0.808802 -0.454043 2.79677 -1.83318 4.696 1 frame_000820.jpg

78 0.149391 0.313025 0.820908 -0.453661 3.06253 -1.82139 4.5483 1 frame_000830.jpg

79 0.142709 0.292693 0.83481 -0.443911 3.26013 -1.87455 4.41946 1 frame_000840.jpg

80 0.129647 0.265153 0.845887 -0.444253 3.55919 -1.83384 4.24529 1 frame_000850.jpg

81 0.131469 0.244007 0.853225 -0.441796 3.72184 -1.73401 4.1843 1 frame_000860.jpg

82 0.139789 0.223158 0.858268 -0.440494 3.8493 -1.58691 4.1754 1 frame_000870.jpg

83 0.138473 0.208411 0.851891 -0.460078 4.00169 -1.37229 4.17168 1 frame_000880.jpg

84 0.126298 0.186717 0.855288 -0.466549 4.27389 -1.25818 4.01538 1 frame_000890.jpg

85 0.0893846 0.151601 0.869158 -0.462161 4.73521 -1.23538 3.55546 1 frame_000900.jpg

86 0.0607073 0.112483 0.882204 -0.453186 5.13601 -1.11604 3.10248 1 frame_000910.jpg

87 0.0443876 0.072055 0.886177 -0.455552 5.42671 -0.805591 2.76127 1 frame_000920.jpg

88 0.0429593 0.0484654 0.88652 -0.458135 5.55071 -0.559079 2.63998 1 frame_000930.jpg

89 0.0276574 0.0292014 0.875672 -0.481228 5.69328 -0.31334 2.42588 1 frame_000940.jpg

90 0.0218214 0.0199539 0.872019 -0.488579 5.75657 -0.165254 2.33983 1 frame_000950.jpg

91 0.0201984 0.0182158 0.866115 -0.499104 5.77038 -0.0729618 2.3384 1 frame_000960.jpg

92 0.0257112 0.0151665 0.86394 -0.50271 5.75433 0.0323778 2.39982 1 frame_000970.jpg

93 0.0251052 0.00990513 0.86105 -0.507804 5.76963 0.13153 2.39344 1 frame_000980.jpg

94 0.0376732 0.0255254 0.858008 -0.511617 5.66585 0.11518 2.63794 1 frame_000990.jpg

95 0.0338867 0.0385837 0.850248 -0.523871 5.63512 0.0924157 2.71359 1 frame_001000.jpg

96 0.0364343 0.0482127 0.847071 -0.528033 5.58173 0.096702 2.82729 1 frame_001010.jpg

97 0.0424852 0.0655018 0.842194 -0.533492 5.48181 0.0645001 3.01228 1 frame_001020.jpg

98 0.0411826 0.0750146 0.834378 -0.544509 5.44194 0.0938098 3.07959 1 frame_001030.jpg

99 0.0457944 0.0901011 0.829693 -0.548994 5.35169 0.0634273 3.23417 1 frame_001040.jpg

100 0.0645554 0.117961 0.827183 -0.545606 5.11011 -0.0450826 3.58223 1 frame_001050.jpg

101 0.0981829 0.156346 0.820351 -0.541239 4.69095 -0.143636 4.08269 1 frame_001060.jpg

102 0.119405 0.18165 0.805064 -0.551922 4.3771 -0.0875609 4.37103 1 frame_001070.jpg

103 0.164734 0.229747 0.78822 -0.546616 3.72935 -0.127408 4.89057 1 frame_001080.jpg

104 0.184441 0.266618 0.775612 -0.541593 3.31015 -0.230339 5.13651 1 frame_001090.jpg

105 0.21083 0.316573 0.75098 -0.539779 2.73245 -0.285128 5.43065 1 frame_001100.jpg

106 0.228007 0.359296 0.734207 -0.529017 2.24697 -0.421773 5.61618 1 frame_001110.jpg

107 0.254921 0.409986 0.715108 -0.505518 1.55165 -0.597618 5.80788 1 frame_001120.jpg

108 0.27957 0.44381 0.691857 -0.496193 1.01398 -0.554087 5.91806 1 frame_001130.jpg

109 0.305726 0.474255 0.67582 -0.474216 0.444275 -0.615792 5.97353 1 frame_001140.jpg

110 0.316243 0.503529 0.664213 -0.453068 0.00854434 -0.787521 5.96224 1 frame_001150.jpg

111 0.327811 0.528384 0.660722 -0.420474 -0.437533 -1.06867 5.89933 1 frame_001160.jpg

112 0.329294 0.547013 0.655032 -0.404073 -0.701605 -1.22999 5.84894 1 frame_001170.jpg

113 0.337495 0.572672 0.646225 -0.374882 -1.15558 -1.44967 5.73273 1 frame_001180.jpg

114 0.325095 0.598158 0.63771 -0.360341 -1.39448 -1.65372 5.63283 1 frame_001190.jpg

115 0.317168 0.624005 0.630331 -0.335716 -1.72177 -1.90978 5.4695 1 frame_001200.jpg

116 0.325582 0.654553 0.613108 -0.299425 -2.28302 -2.08537 5.20162 1 frame_001210.jpg

117 0.330403 0.677927 0.591952 -0.284327 -2.67339 -2.0558 5.032 1 frame_001220.jpg

118 0.335919 0.699403 0.566871 -0.27686 -3.03423 -1.917 4.8949 1 frame_001230.jpg

119 0.350514 0.722317 0.535272 -0.262453 -3.51241 -1.7123 4.67378 1 frame_001240.jpg

120 0.362475 0.725736 0.522665 -0.262186 -3.69635 -1.55107 4.62102 1 frame_001250.jpg

121 0.379638 0.726663 0.513519 -0.253246 -3.91535 -1.45698 4.50168 1 frame_001260.jpg

122 0.389356 0.731674 0.499734 -0.251638 -4.10346 -1.30536 4.41316 1 frame_001270.jpg

123 0.397043 0.7394 0.482716 -0.25026 -4.29826 -1.12991 4.30552 1 frame_001280.jpg

124 0.407225 0.737967 0.472598 -0.257342 -4.37751 -0.941722 4.30489 1 frame_001290.jpg

125 0.420524 0.733489 0.461514 -0.268623 -4.42762 -0.698342 4.3266 1 frame_001300.jpg

126 0.431802 0.721285 0.453111 -0.296623 -4.32158 -0.355388 4.5002 1 frame_001310.jpg

127 0.449399 0.708402 0.449444 -0.306931 -4.30893 -0.161025 4.53579 1 frame_001320.jpg

128 0.469292 0.685234 0.451341 -0.32636 -4.18656 0.0752622 4.6594 1 frame_001330.jpg

129 0.476075 0.669974 0.458258 -0.33836 -4.05352 0.155249 4.77725 1 frame_001340.jpg

130 0.470279 0.654392 0.471208 -0.35857 -3.77353 0.210719 5.00154 1 frame_001350.jpg

131 0.478672 0.63457 0.473012 -0.380071 -3.57538 0.444736 5.12973 1 frame_001360.jpg

132 0.481083 0.611984 0.484437 -0.399194 -3.30465 0.566728 5.29539 1 frame_001370.jpg

133 0.486055 0.58757 0.491303 -0.420873 -3.03744 0.772316 5.43019 1 frame_001380.jpg

134 0.490135 0.566112 0.498899 -0.436331 -2.816 0.918254 5.53545 1 frame_001390.jpg

135 0.490686 0.546675 0.503272 -0.455073 -2.57396 1.10489 5.63146 1 frame_001400.jpg

136 0.493442 0.529388 0.506867 -0.468347 -2.39518 1.25752 5.68746 1 frame_001410.jpg

137 0.501922 0.508141 0.504903 -0.484707 -2.24288 1.51779 5.69971 1 frame_001420.jpg

138 0.505608 0.488239 0.504521 -0.50144 -2.06436 1.75077 5.71794 1 frame_001430.jpg

139 0.50584 0.470094 0.501964 -0.520739 -1.85123 2.0053 5.72318 1 frame_001440.jpg

140 0.509922 0.45363 0.495667 -0.537135 -1.71187 2.26955 5.67752 1 frame_001450.jpg

141 0.51796 0.432514 0.489529 -0.552277 -1.60426 2.55014 5.59643 1 frame_001460.jpg

142 0.518872 0.417453 0.48409 -0.567593 -1.4586 2.77833 5.53326 1 frame_001470.jpg

143 0.526781 0.405743 0.471379 -0.579377 -1.43565 3.0395 5.40834 1 frame_001480.jpg

144 0.522906 0.392417 0.466089 -0.596103 -1.24283 3.25093 5.34328 1 frame_001490.jpg

145 0.521402 0.383265 0.456655 -0.610504 -1.11087 3.45365 5.26196 1 frame_001500.jpg

146 0.518983 0.375013 0.449809 -0.62265 -0.98715 3.60777 5.18818 1 frame_001510.jpg

147 0.511595 0.363961 0.449025 -0.635751 -0.781465 3.72077 5.14692 1 frame_001520.jpg

148 -0.497599 -0.350008 -0.455076 0.650227 -0.476268 3.78256 5.14133 1 frame_001530.jpg

149 -0.476736 -0.342432 -0.475662 0.65514 -0.168997 3.63554 5.26034 1 frame_001540.jpg

150 -0.45664 -0.348523 -0.501086 0.647243 0.0183681 3.30355 5.45588 1 frame_001550.jpg

151 -0.434424 -0.363555 -0.52983 0.631177 0.143846 2.81188 5.68678 1 frame_001560.jpg

152 -0.425926 -0.392227 -0.547957 0.603729 -0.0187686 2.29817 5.86133 1 frame_001570.jpg

153 0.417909 0.424198 0.572619 -0.563486 -0.274855 1.61734 6.01377 1 frame_001580.jpg

154 0.41411 0.449268 0.581183 -0.537491 -0.497008 1.20784 6.02563 1 frame_001590.jpg

155 0.430975 0.473093 0.585799 -0.497276 -0.981763 0.825343 5.95365 1 frame_001600.jpg

156 0.413161 0.514388 0.591774 -0.463148 -1.23241 0.268685 5.87393 1 frame_001610.jpg

157 0.413385 0.54783 0.57889 -0.44032 -1.59245 0.0773496 5.72319 1 frame_001620.jpg

158 0.41376 0.569339 0.575967 -0.415834 -1.86056 -0.155674 5.5822 1 frame_001630.jpg

159 0.412159 0.586974 0.577586 -0.389847 -2.08705 -0.423747 5.42893 1 frame_001640.jpg

160 0.41307 0.594602 0.578482 -0.375739 -2.21461 -0.551566 5.30531 1 frame_001650.jpg

161 0.408941 0.599075 0.572392 -0.382419 -2.21999 -0.469379 5.24617 1 frame_001660.jpg

162 0.410924 0.616787 0.560477 -0.369569 -2.46967 -0.475744 5.05997 1 frame_001670.jpg

163 0.423932 0.621861 0.555738 -0.353164 -2.69838 -0.488185 4.86627 1 frame_001680.jpg

164 0.424534 0.631638 0.553731 -0.337915 -2.8384 -0.573985 4.70638 1 frame_001690.jpg

165 0.437292 0.65079 0.533116 -0.31786 -3.16573 -0.520688 4.43149 1 frame_001700.jpg

166 0.436861 0.691577 0.499357 -0.285512 -3.59397 -0.501764 4.02435 1 frame_001710.jpg

167 0.423086 0.738083 0.461743 -0.251049 -3.9682 -0.462096 3.59163 1 frame_001720.jpg

168 0.421107 0.761894 0.432828 -0.234191 -4.17314 -0.318041 3.30999 1 frame_001730.jpg

169 0.413167 0.789526 0.409294 -0.19601 -4.42362 -0.355224 2.90657 1 frame_001740.jpg

170 0.411526 0.79864 0.398955 -0.183454 -4.49703 -0.335677 2.74464 1 frame_001750.jpg

171 0.418928 0.795418 0.398351 -0.182004 -4.49887 -0.320178 2.71125 1 frame_001760.jpg

172 0.427427 0.778238 0.412858 -0.202978 -4.34677 -0.298952 2.91945 1 frame_001770.jpg

173 0.437657 0.763813 0.424698 -0.21137 -4.26184 -0.316465 3.00503 1 frame_001780.jpg

174 0.440819 0.746367 0.442248 -0.230286 -4.08978 -0.324162 3.19843 1 frame_001790.jpg

175 0.451747 0.718205 0.459736 -0.2622 -3.85208 -0.209929 3.45427 1 frame_001800.jpg

176 0.449611 0.697045 0.476052 -0.292153 -3.59956 -0.11384 3.69261 1 frame_001810.jpg

177 0.450621 0.676227 0.488606 -0.317682 -3.3953 -0.0031306 3.86059 1 frame_001820.jpg

178 0.445771 0.656453 0.506809 -0.3369 -3.17703 0.00725494 4.01742 1 frame_001830.jpg

179 0.436136 0.632425 0.531746 -0.35647 -2.87948 -0.0362227 4.20873 1 frame_001840.jpg

180 0.423966 0.617592 0.549769 -0.369577 -2.63716 -0.0845552 4.32701 1 frame_001850.jpg

181 0.415475 0.60448 0.562582 -0.381425 -2.43371 -0.0868672 4.39236 1 frame_001860.jpg

182 0.41959 0.587068 0.563207 -0.402608 -2.26974 0.112935 4.41394 1 frame_001870.jpg

183 0.466594 0.557905 0.530269 -0.435715 -2.34067 0.760452 4.24596 1 frame_001880.jpg

184 0.490057 0.555131 0.510955 -0.436577 -2.49928 0.982166 4.0357 1 frame_001890.jpg

185 0.506468 0.553133 0.49469 -0.439108 -2.59123 1.16435 3.8571 1 frame_001900.jpg

186 0.505338 0.549519 0.499924 -0.439021 -2.5346 1.15537 3.84199 1 frame_001910.jpg

187 0.494535 0.528871 0.512162 -0.461974 -2.25378 1.24592 3.95261 1 frame_001920.jpg

188 0.483357 0.501271 0.523711 -0.490734 -1.91772 1.39081 4.06192 1 frame_001930.jpg

189 0.458119 0.468963 0.543407 -0.524318 -1.43462 1.49931 4.20646 1 frame_001940.jpg

190 0.423127 0.433935 0.574347 -0.550263 -0.885517 1.47746 4.33787 1 frame_001950.jpg

191 0.385681 0.392758 0.608871 -0.571198 -0.313628 1.42309 4.40699 1 frame_001960.jpg

192 0.349427 0.351915 0.639628 -0.58731 0.209368 1.37032 4.39922 1 frame_001970.jpg

193 0.320373 0.309068 0.663106 -0.601771 0.648627 1.39271 4.33133 1 frame_001980.jpg

194 0.285439 0.273581 0.678105 -0.619557 1.09653 1.4257 4.20342 1 frame_001990.jpg

195 0.24827 0.235486 0.69129 -0.636418 1.56798 1.45622 4.01684 1 frame_002000.jpg

196 0.205878 0.201153 0.698236 -0.655452 2.04044 1.4955 3.75544 1 frame_002010.jpg

197 0.173062 0.17101 0.703273 -0.667991 2.38728 1.52189 3.48837 1 frame_002020.jpg

198 0.141874 0.142018 0.711795 -0.673091 2.68716 1.51344 3.21627 1 frame_002030.jpg

199 0.108891 0.112274 0.716243 -0.680098 2.96731 1.52458 2.90184 1 frame_002040.jpg

200 0.0844775 0.0796639 0.714805 -0.689617 3.20506 1.56534 2.56165 1 frame_002050.jpg

201 -0.0516965 -0.0326905 -0.69729 0.714175 3.43837 1.63741 2.06407 1 frame_002060.jpg

202 -0.0840617 -0.124446 0.712938 -0.684957 3.84206 1.80217 0.663203 1 frame_002080.jpg

203 -0.147245 -0.195723 0.704289 -0.666325 3.85205 1.83542 -0.0489324 1 frame_002090.jpg

204 -0.225162 -0.278732 0.688886 -0.630116 3.72639 1.89034 -0.875057 1 frame_002100.jpg

205 -0.270069 -0.3425 0.664962 -0.606285 3.48451 2.01841 -1.42521 1 frame_002110.jpg

206 -0.307464 -0.384081 0.641733 -0.588325 3.27026 2.05736 -1.82284 1 frame_002120.jpg

207 -0.340398 -0.413571 0.632079 -0.559968 3.09893 2.04922 -2.07866 1 frame_002130.jpg

208 -0.367806 -0.435916 0.620512 -0.538202 2.94193 2.04049 -2.26118 1 frame_002140.jpg

209 -0.38125 -0.465579 0.612967 -0.512012 2.75787 2.13713 -2.35423 1 frame_002150.jpg

210 -0.390761 -0.483791 0.607839 -0.493745 2.62787 2.18167 -2.39847 1 frame_002160.jpg

211 -0.390416 -0.510364 0.604846 -0.470389 2.45342 2.31377 -2.39594 1 frame_002170.jpg

212 -0.390334 -0.533442 0.59607 -0.455828 2.26 2.41883 -2.41536 1 frame_002180.jpg

213 -0.394622 -0.557053 0.586191 -0.436286 2.03417 2.50202 -2.44763 1 frame_002190.jpg

214 -0.392807 -0.570436 0.578863 -0.430375 1.87594 2.56051 -2.43549 1 frame_002200.jpg

215 -0.395488 -0.570654 0.576279 -0.431098 1.81116 2.54266 -2.44013 1 frame_002210.jpg

216 0.398303 0.575273 -0.569706 0.431105 1.71617 2.54724 -2.47128 1 frame_002220.jpg

217 0.407987 0.577502 -0.566922 0.422655 1.65039 2.53431 -2.533 1 frame_002230.jpg

218 0.41582 0.578081 -0.559793 0.423731 1.58642 2.51156 -2.62486 1 frame_002240.jpg

219 0.427415 0.577386 -0.551595 0.423892 1.51929 2.46986 -2.75371 1 frame_002250.jpg

220 0.427152 0.572532 -0.54747 0.435918 1.51862 2.45305 -2.84536 1 frame_002260.jpg

221 0.442269 0.568855 -0.538544 0.436776 1.464 2.39214 -3.01133 1 frame_002270.jpg

222 0.451857 0.564178 -0.530275 0.4431 1.42944 2.32942 -3.15605 1 frame_002280.jpg

223 0.456131 0.558866 -0.531558 0.443914 1.44738 2.30005 -3.23845 1 frame_002290.jpg

224 0.467109 0.560759 -0.526058 0.436602 1.36088 2.27676 -3.34945 1 frame_002300.jpg

225 0.480439 0.561636 -0.515765 0.433277 1.2424 2.2174 -3.4843 1 frame_002310.jpg

226 0.496915 0.566293 -0.496021 0.431683 1.01858 2.13351 -3.65007 1 frame_002320.jpg

227 0.511979 0.579605 -0.473499 0.421587 0.700459 2.11461 -3.78009 1 frame_002330.jpg

228 0.526977 0.581511 -0.451271 0.424846 0.467581 1.99896 -3.91637 1 frame_002340.jpg

229 0.534964 0.582766 -0.444337 0.420431 0.349877 1.96308 -3.97714 1 frame_002350.jpg

230 0.546151 0.578019 -0.440208 0.416929 0.281248 1.8899 -4.04999 1 frame_002360.jpg

231 0.556889 0.57573 -0.429894 0.416653 0.177441 1.79298 -4.13173 1 frame_002370.jpg

232 0.537073 0.591488 -0.439282 0.410762 0.171551 2.01009 -4.06987 1 frame_002380.jpg

233 0.521147 0.597715 -0.446387 0.414586 0.214182 2.11895 -4.06319 1 frame_002390.jpg

234 0.519279 0.5967 -0.449575 0.414946 0.229374 2.14187 -4.10938 1 frame_002400.jpg

235 0.523625 0.588025 -0.457802 0.41287 0.298031 2.12342 -4.16894 1 frame_002410.jpg

236 0.530317 0.581574 -0.460815 0.410105 0.306523 2.08333 -4.23358 1 frame_002420.jpg

237 0.541705 0.582826 -0.45266 0.402455 0.168817 2.03405 -4.30745 1 frame_002430.jpg

238 0.55469 0.588395 -0.436083 0.394895 -0.0587724 1.96903 -4.38138 1 frame_002440.jpg

239 0.573641 0.597572 -0.41231 0.379268 -0.409808 1.89808 -4.4389 1 frame_002450.jpg

240 0.577964 0.602979 -0.400119 0.377198 -0.578316 1.85961 -4.46651 1 frame_002460.jpg

241 0.580424 0.612487 -0.386921 0.371833 -0.771696 1.86521 -4.45883 1 frame_002470.jpg

242 0.587746 0.622466 -0.379199 0.351139 -0.976054 1.936 -4.40438 1 frame_002480.jpg

243 0.564256 0.651896 -0.382375 0.33232 -1.11049 2.27006 -4.2249 1 frame_002490.jpg

244 0.540078 0.683814 -0.381077 0.309023 -1.28833 2.5834 -3.98769 1 frame_002500.jpg

245 0.537694 0.708023 -0.359035 0.284048 -1.62575 2.67941 -3.80904 1 frame_002510.jpg

246 0.540075 0.719058 -0.341347 0.273417 -1.83206 2.66196 -3.73675 1 frame_002520.jpg

247 0.538765 0.727203 -0.330326 0.267941 -1.95247 2.65594 -3.69085 1 frame_002530.jpg

248 0.536343 0.736523 -0.325741 0.252513 -2.05369 2.72527 -3.60106 1 frame_002540.jpg

249 0.52013 0.753016 -0.32528 0.237961 -2.13432 2.88081 -3.44589 1 frame_002550.jpg

250 0.510818 0.763667 -0.323823 0.225869 -2.20065 2.98178 -3.32616 1 frame_002560.jpg

251 0.508674 0.765686 -0.324913 0.222279 -2.20779 3.01428 -3.30092 1 frame_002570.jpg

252 0.505186 0.767272 -0.32748 0.220993 -2.19797 3.04765 -3.28548 1 frame_002580.jpg

253 0.506421 0.763677 -0.330355 0.226277 -2.15832 3.02935 -3.33608 1 frame_002590.jpg

254 0.508708 0.762739 -0.328613 0.226846 -2.1687 3.00797 -3.34808 1 frame_002600.jpg

255 0.507368 0.764678 -0.326381 0.226541 -2.18824 3.006 -3.33234 1 frame_002610.jpg

256 0.518016 0.755587 -0.32331 0.237103 -2.162 2.88809 -3.44557 1 frame_002620.jpg

257 0.543545 0.736133 -0.319134 0.246621 -2.12551 2.68238 -3.62226 1 frame_002630.jpg

258 0.564117 0.71951 -0.315058 0.254587 -2.09874 2.50636 -3.75525 1 frame_002640.jpg

259 0.583396 0.700764 -0.307747 0.271793 -2.06251 2.26275 -3.92038 1 frame_002650.jpg

260 0.606383 0.678283 -0.299506 0.287277 -2.02317 1.97885 -4.08057 1 frame_002660.jpg

